#Replicon Name,Replicon Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein name
chr,NC_011294.1,265141,265998,+,-,-,SEN_RS01150,WP_000922422.1,285,MULTISPECIES: phosphatidate cytidylyltransferase
chr,NC_011294.1,266010,267362,+,-,-,SEN_RS01155,WP_000949014.1,450,sigma E protease regulator RseP
chr,NC_011294.1,267394,269808,+,-,-,SEN_RS01160,WP_001240929.1,804,outer membrane protein assembly factor BamA
chr,NC_011294.1,269931,270416,+,-,-,SEN_RS01165,WP_000758966.1,161,chaperone protein Skp
chr,NC_011294.1,270420,271445,+,-,lpxD,SEN_RS01170,WP_001139265.1,341,MULTISPECIES: UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
chr,NC_011294.1,271551,272006,+,-,-,SEN_RS01175,WP_000210741.1,151,MULTISPECIES: beta-hydroxyacyl-ACP dehydratase
chr,NC_011294.1,272010,272798,+,-,-,SEN_RS01180,WP_000565950.1,262,acyl
chr,NC_011294.1,272798,273946,+,-,-,SEN_RS01185,WP_000741216.1,382,lipid-A-disaccharide synthase
chr,NC_011294.1,273943,274539,+,-,-,SEN_RS01190,WP_000569412.1,198,ribonuclease HII
chr,NC_011294.1,274563,278045,+,-,-,SEN_RS01195,WP_001294829.1,1160,DNA polymerase III subunit alpha
chr,NC_011294.1,278058,279017,+,-,-,SEN_RS01200,WP_000055753.1,319,acetyl-CoA carboxylase carboxyl transferase subunit alpha
chr,NC_011294.1,279197,280960,+,-,-,SEN_RS01205,WP_000524168.1,587,chitinase
chr,NC_011294.1,281036,283177,+,-,-,SEN_RS01210,WP_001021050.1,713,lysine decarboxylase LdcC
chr,NC_011294.1,283233,283622,+,-,-,SEN_RS01215,WP_000901088.1,129,VOC family protein
chr,NC_011294.1,283685,284977,+,-,-,SEN_RS01220,WP_000210041.1,430,tRNA lysidine(34) synthetase TilS
chr,NC_011294.1,285061,285321,-,-,-,SEN_RS01225,WP_000062330.1,86,Rho-binding antiterminator
chr,NC_011294.1,285308,285526,-,-,-,SEN_RS01230,WP_000955207.1,72,hypothetical protein
chr,NC_011294.1,285706,286251,+,-,-,SEN_RS01235,WP_001185319.1,181,YaeQ family protein
chr,NC_011294.1,286248,286670,+,-,-,SEN_RS01240,WP_000560527.1,140,aminoacyl-tRNA hydrolase
chr,NC_011294.1,286702,287403,+,-,-,SEN_RS01245,WP_000252580.1,233,copper homeostasis/adhesion lipoprotein NlpE
chr,NC_011294.1,287477,289195,-,-,-,SEN_RS01250,WP_001260683.1,572,proline--tRNA ligase
chr,NC_011294.1,289306,290013,-,-,-,SEN_RS01255,WP_000093988.1,235,tRNA (N6-threonylcarbamoyladenosine(37)-N6)-methyltransferase TrmO
chr,NC_011294.1,290010,290414,-,-,-,SEN_RS01260,WP_001202315.1,134,MULTISPECIES: Rcs stress response system protein RcsF
chr,NC_011294.1,290533,291348,-,-,metQ,SEN_RS01265,WP_000874215.1,271,methionine ABC transporter substrate-binding protein MetQ
chr,NC_011294.1,291387,292040,-,-,-,SEN_RS01270,WP_001287486.1,217,methionine ABC transporter
chr,NC_011294.1,292033,293064,-,-,-,SEN_RS01275,WP_000594021.1,343,methionine import ATP-binding protein MetN 1
chr,NC_011294.1,293254,293820,+,-,-,SEN_RS01280,WP_001051725.1,188,"D-glycero-beta-D-manno-heptose 1,7-bisphosphate 7-phosphatase"
chr,NC_011294.1,300037,300840,+,-,-,SEN_RS01315,WP_000154868.1,267,"2,5-didehydrogluconate reductase DkgB"
chr,NC_011294.1,300861,301775,-,-,-,SEN_RS01320,WP_000648524.1,304,LysR family transcriptional regulator
chr,NC_011294.1,301880,303055,+,-,-,SEN_RS01325,WP_001127530.1,391,MFS transporter
chr,NC_011294.1,303187,303987,+,-,-,SEN_RS01330,WP_001230970.1,266,endonuclease/exonuclease/phosphatase family protein
chr,NC_011294.1,304065,304835,+,-,-,SEN_RS01335,WP_000207238.1,256,class I SAM-dependent methyltransferase
chr,NC_011294.1,304891,306258,-,-,-,SEN_RS01340,WP_000644705.1,455,murein transglycosylase D
chr,NC_011294.1,306330,307085,-,-,-,SEN_RS01345,WP_001052774.1,251,hydroxyacylglutathione hydrolase
chr,NC_011294.1,307120,307842,+,-,-,SEN_RS01350,WP_000801238.1,240,class I SAM-dependent methyltransferase
chr,NC_011294.1,307839,308306,-,-,-,SEN_RS01355,WP_000917872.1,155,ribonuclease HI
chr,NC_011294.1,308370,309101,+,-,-,SEN_RS01360,WP_001670675.1,243,DNA polymerase III subunit epsilon
chr,NC_011294.1,309634,310689,-,-,-,SEN_RS01375,WP_000367631.1,351,hypothetical protein
chr,NC_011294.1,311500,311772,+,-,-,SEN_RS01385,WP_000369562.1,90,DUF2195 family protein
chr,NC_011294.1,311796,312317,+,-,-,SEN_RS01390,WP_000968384.1,173,DUF2778 domain-containing protein
chr,NC_011294.1,312459,312668,+,-,-,SEN_RS22830,WP_001529551.1,69,MULTISPECIES: hypothetical protein
chr,NC_011294.1,312714,313355,+,-,-,SEN_RS01395,WP_001676963.1,213,hypothetical protein
chr,NC_011294.1,313820,316594,+,-,-,SEN_RS01400,WP_031622255.1,924,type IV secretion protein Rhs
chr,NC_011294.1,316591,317037,+,-,-,SEN_RS01405,WP_000171102.1,148,MULTISPECIES: hypothetical protein
chr,NC_011294.1,317103,317360,-,-,-,SEN_RS01410,WP_000994230.1,85,"MULTISPECIES: type I addiction module toxin, SymE family"
chr,NC_011294.1,317989,318129,+,-,-,SEN_RS22835,WP_001575644.1,46,hypothetical protein
chr,NC_011294.1,318433,318681,+,-,-,SEN_RS01415,WP_000918610.1,82,hypothetical protein
chr,NC_011294.1,318800,319267,+,-,-,SEN_RS01420,WP_000828182.1,155,sugar tyrosine-protein kinase
chr,NC_011294.1,319584,319862,+,-,-,SEN_RS01425,WP_012543321.1,92,MULTISPECIES: hypothetical protein
chr,NC_011294.1,319929,320243,-,-,-,SEN_RS01430,WP_072100769.1,104,type I toxin-antitoxin system SymE family toxin
chr,NC_011294.1,320296,320505,+,-,-,SEN_RS22840,WP_001676010.1,69,hypothetical protein
chr,NC_011294.1,321759,322256,+,-,-,SEN_RS01440,WP_016695185.1,165,Saf-pilin pilus formation protein
chr,NC_011294.1,322340,323077,+,-,-,SEN_RS01445,WP_001676318.1,245,pili assembly chaperone PapD
chr,NC_011294.1,323101,325611,+,-,-,SEN_RS01450,WP_000669611.1,836,fimbrial biogenesis outer membrane usher protein
chr,NC_011294.1,325633,326103,+,-,-,SEN_RS01455,WP_000266930.1,156,pilin structural protein SafD
chr,NC_011294.1,326511,327332,+,-,-,SEN_RS01460,WP_000119387.1,273,carbohydrate transporter
chr,NC_011294.1,327412,327672,+,-,-,SEN_RS01465,WP_001550229.1,86,transcriptional activator PerC
chr,NC_011294.1,328147,329094,+,-,-,SEN_RS01475,WP_000970304.1,315,transcriptional regulator
chr,NC_011294.1,329214,329429,+,-,-,SEN_RS01480,WP_012543323.1,71,hypothetical protein
chr,NC_011294.1,329433,330152,-,-,-,SEN_RS01485,WP_000787603.1,239,outer membrane protein PagN
chr,NC_011294.1,330483,330890,-,-,-,SEN_RS01490,WP_000788200.1,135,hypothetical protein
chr,NC_011294.1,331200,331967,-,-,-,SEN_RS01495,WP_000015791.1,255,amidohydrolase
chr,NC_011294.1,332076,334520,-,-,fadE,SEN_RS01500,WP_000973041.1,814,acyl-CoA dehydrogenase
chr,NC_011294.1,334760,335338,+,-,-,SEN_RS01505,WP_000284051.1,192,MULTISPECIES: phosphoheptose isomerase
chr,NC_011294.1,335551,336318,+,-,-,SEN_RS01510,WP_000333387.1,255,class II glutamine amidotransferase
chr,NC_011294.1,336289,337029,-,-,-,SEN_RS01515,WP_001225658.1,246,transpeptidase
chr,NC_011294.1,337279,338334,+,-,-,SEN_RS01520,WP_001226204.1,351,DNA polymerase IV
chr,NC_011294.1,338553,339692,+,-,-,SEN_RS01525,WP_000528884.1,379,RNA ligase RtcB family protein
chr,NC_011294.1,339689,340303,+,-,-,SEN_RS01530,WP_000602086.1,204,peptide chain release factor H
chr,NC_011294.1,340458,341915,-,-,-,SEN_RS01535,WP_001292977.1,485,cytosol nonspecific dipeptidase
chr,NC_011294.1,342164,342622,+,-,-,SEN_RS01540,WP_001292018.1,152,MULTISPECIES: xanthine phosphoribosyltransferase
chr,NC_011294.1,342711,343955,+,-,frsA,SEN_RS01545,WP_000189582.1,414,esterase
chr,NC_011294.1,344013,344414,+,-,-,SEN_RS01550,WP_000174693.1,133,sigma factor-binding protein Crl
chr,NC_011294.1,344465,345517,-,-,-,SEN_RS01555,WP_001043667.1,350,phosphoporin PhoE
chr,NC_011294.1,345800,346903,+,-,-,SEN_RS01560,WP_001285275.1,367,MULTISPECIES: glutamate 5-kinase
chr,NC_011294.1,346915,348162,+,-,-,SEN_RS01565,WP_000893239.1,415,gamma-glutamyl-phosphate reductase
chr,NC_011294.1,348517,348786,+,-,-,SEN_RS22850,WP_001675096.1,89,DUF4102 domain-containing protein
chr,NC_011294.1,349491,349859,+,-,-,SEN_RS01585,WP_000157764.1,122,glycerol dehydratase
chr,NC_011294.1,349804,349932,+,-,-,SEN_RS22855,WP_077221214.1,42,hypothetical protein
chr,NC_011294.1,350042,350365,+,-,-,SEN_RS01590,WP_001673904.1,107,DUF1889 family protein
chr,NC_011294.1,350707,351945,+,-,-,SEN_RS01595,WP_012543325.1,412,MFS transporter
chr,NC_011294.1,352077,353498,+,-,-,SEN_RS01600,WP_001274866.1,473,3-isopropylmalate dehydratase large subunit
chr,NC_011294.1,353500,354126,+,-,-,SEN_RS01605,WP_000379342.1,208,3-isopropylmalate dehydratase small subunit
chr,NC_011294.1,354141,355019,+,-,-,SEN_RS01610,WP_000780208.1,292,FAA hydrolase family protein
chr,NC_011294.1,355019,355933,+,-,-,SEN_RS01615,WP_000105597.1,304,alpha/beta hydrolase
chr,NC_011294.1,355967,356932,+,-,-,SEN_RS01620,WP_000859023.1,321,LysR family transcriptional regulator
chr,NC_011294.1,356877,357149,-,-,-,SEN_RS24165,WP_001675688.1,90,hypothetical protein
chr,NC_011294.1,357841,358239,+,-,-,SEN_RS01630,WP_000766837.1,132,outer membrane protein
chr,NC_011294.1,358286,359044,-,-,-,SEN_RS01635,WP_001247028.1,252,fimbrial assembly chaperone
chr,NC_011294.1,359010,360335,-,-,-,SEN_RS01640,WP_000899098.1,441,fimbrial usher protein StbD
chr,NC_011294.1,360340,362901,-,-,-,SEN_RS01645,WP_000075344.1,853,fimbrial outer membrane usher protein
chr,NC_011294.1,362885,363646,-,-,-,SEN_RS01650,WP_000781492.1,253,fimbrial chaperone
chr,NC_011294.1,363708,364244,-,-,-,SEN_RS01655,WP_000062035.1,178,type 1 fimbrial protein
chr,NC_011294.1,364877,365641,+,-,-,SEN_RS01660,WP_000968559.1,254,hypothetical protein
chr,NC_011294.1,365911,366114,+,-,-,SEN_RS24175,WP_000847579.1,67,hypothetical protein
chr,NC_011294.1,366416,367990,+,-,-,SEN_RS01670,WP_000868287.1,524,cyclic diguanylate phosphodiesterase
chr,NC_011294.1,368090,368833,+,-,-,SEN_RS01675,WP_000081368.1,247,transcriptional regulator
chr,NC_011294.1,368806,369294,+,-,-,SEN_RS01680,WP_000545419.1,162,hypothetical protein
chr,NC_011294.1,369695,370219,+,-,-,SEN_RS01685,WP_000830239.1,174,outer membrane protein
chr,NC_011294.1,370363,371004,+,-,-,SEN_RS01690,WP_000610827.1,213,MULTISPECIES: helix-turn-helix transcriptional regulator
chr,NC_011294.1,371015,371239,+,-,-,SEN_RS01695,WP_000737127.1,74,membrane protein
chr,NC_011294.1,371297,371656,+,-,-,SEN_RS01700,WP_000722975.1,119,DUF4156 domain-containing protein
chr,NC_011294.1,371726,373237,-,-,-,SEN_RS01705,WP_077681941.1,503,efflux transporter outer membrane subunit
chr,NC_011294.1,373200,376367,-,-,-,SEN_RS01710,WP_000673153.1,1055,multidrug efflux RND transporter permease subunit
chr,NC_011294.1,376364,377590,-,-,-,SEN_RS01715,WP_001254855.1,408,efflux RND transporter periplasmic adaptor subunit
chr,NC_011294.1,377867,380170,+,-,-,SEN_RS01720,WP_000083300.1,767,copper-translocating P-type ATPase
chr,NC_011294.1,380167,380631,+,-,-,SEN_RS01725,WP_001020583.1,154,MULTISPECIES: Cu(I)-responsive transcriptional regulator
chr,NC_011294.1,380709,380903,+,-,-,SEN_RS01730,WP_001159470.1,64,MULTISPECIES: copper chaperone
chr,NC_011294.1,381195,382448,+,-,-,SEN_RS01740,WP_000288507.1,417,MFS transporter
chr,NC_011294.1,382637,384595,+,-,-,SEN_RS01745,WP_000910368.1,652,site-specific DNA-methyltransferase
chr,NC_011294.1,384605,387577,+,-,-,SEN_RS01750,WP_077681940.1,990,type III restriction-modification system endonuclease
chr,NC_011294.1,387854,387955,+,-,-,SEN_RS01755,WP_000934834.1,33,hypothetical protein
chr,NC_011294.1,388072,389475,+,-,-,SEN_RS01760,WP_000393711.1,467,MULTISPECIES: cytochrome ubiquinol oxidase subunit I
chr,NC_011294.1,389472,390482,+,-,-,SEN_RS01765,WP_000151045.1,336,cytochrome d ubiquinol oxidase subunit II
chr,NC_011294.1,390482,390613,+,-,-,SEN_RS01770,WP_000241458.1,43,MULTISPECIES: DUF2474 domain-containing protein
chr,NC_011294.1,390820,391824,+,-,-,SEN_RS01775,WP_000074605.1,334,AraC family transcriptional regulator
chr,NC_011294.1,391988,394078,+,-,-,SEN_RS01780,WP_001676308.1,696,ferrioxamine B receptor FoxA
chr,NC_011294.1,394119,394751,-,-,-,SEN_RS01785,WP_000433131.1,210,transporter
chr,NC_011294.1,394983,395258,+,-,-,SEN_RS01790,WP_000848026.1,91,MULTISPECIES: DUF1471 domain-containing protein
chr,NC_011294.1,395394,397019,-,-,-,SEN_RS01795,WP_000205288.1,541,propionate catabolism operon regulatory protein PrpR
chr,NC_011294.1,397285,398172,+,-,-,SEN_RS01800,WP_000052230.1,295,methylisocitrate lyase
chr,NC_011294.1,398295,399464,+,-,-,SEN_RS01805,WP_000132748.1,389,2-methylcitrate synthase
chr,NC_011294.1,399502,400953,+,-,-,SEN_RS01810,WP_001272703.1,483,bifunctional 2-methylcitrate dehydratase/aconitate hydratase
chr,NC_011294.1,400994,402880,+,-,-,SEN_RS01815,WP_000010206.1,628,propionate--CoA ligase
chr,NC_011294.1,402984,403958,-,-,-,SEN_RS01820,WP_000130724.1,324,porphobilinogen synthase
chr,NC_011294.1,404471,407485,+,-,-,SEN_RS01825,WP_000556502.1,1004,autotransporter outer membrane beta-barrel domain-containing protein
chr,NC_011294.1,407571,408194,+,-,-,SEN_RS01830,WP_000950242.1,207,transcriptional regulator
chr,NC_011294.1,408239,409396,-,-,-,SEN_RS01835,WP_000830773.1,385,D-alanyl-D-alanine-carboxypeptidase/endopeptidase AmpH
chr,NC_011294.1,409442,409645,-,-,-,SEN_RS22860,WP_016695698.1,67,hypothetical protein
chr,NC_011294.1,409743,410963,+,-,-,SEN_RS01840,WP_000477024.1,406,peptide antibiotic transporter SbmA
chr,NC_011294.1,410978,412072,+,-,-,SEN_RS01845,WP_001271419.1,364,DUF1615 domain-containing protein
chr,NC_011294.1,412110,412418,-,-,-,SEN_RS01850,WP_000763139.1,102,DUF2755 family protein
chr,NC_011294.1,412686,412901,+,-,-,SEN_RS01855,WP_001239240.1,71,MULTISPECIES: DUF2754 family protein
chr,NC_011294.1,412927,414021,-,-,-,SEN_RS01860,WP_001096584.1,364,D-alanine--D-alanine ligase
chr,NC_011294.1,414099,414812,+,-,-,SEN_RS01865,WP_000480785.1,237,extensin
chr,NC_011294.1,414981,416192,+,-,-,SEN_RS01870,WP_000446774.1,403,MFS transporter
chr,NC_011294.1,416483,416749,+,-,-,SEN_RS01875,WP_000245158.1,88,anti-adapter protein IraP
chr,NC_011294.1,417098,417418,+,-,-,SEN_RS01880,WP_000705166.1,106,phosphate starvation-inducible protein PsiF
chr,NC_011294.1,417510,418622,+,-,adrA,SEN_RS01885,WP_000484083.1,370,diguanylate cyclase AdrA
chr,NC_011294.1,418637,419446,-,-,-,SEN_RS01890,WP_000412192.1,269,pyrroline-5-carboxylate reductase
chr,NC_011294.1,419586,420041,+,-,-,SEN_RS01895,WP_000158143.1,151,YaiI/YqxD family protein
chr,NC_011294.1,420226,420771,+,-,-,SEN_RS01900,WP_000983569.1,181,shikimate kinase
chr,NC_011294.1,420798,420989,+,-,-,SEN_RS01905,WP_001143161.1,63,MULTISPECIES: protein YaiA
chr,NC_011294.1,421240,421917,+,-,-,SEN_RS01910,WP_001276437.1,225,MULTISPECIES: AroM family protein
chr,NC_011294.1,421988,422272,+,-,-,SEN_RS01915,WP_000941953.1,94,hypothetical protein
chr,NC_011294.1,422310,423221,-,-,-,SEN_RS01920,WP_000964305.1,303,recombination-associated protein RdgC
chr,NC_011294.1,423347,424255,+,-,-,SEN_RS01925,WP_001219273.1,302,fructokinase
chr,NC_011294.1,424277,425449,-,-,-,SEN_RS01930,WP_000755625.1,390,MFS transporter AraJ
chr,NC_011294.1,425622,428762,-,-,-,SEN_RS01935,WP_001676513.1,1046,exonuclease subunit SbcC
chr,NC_011294.1,428759,429961,-,-,-,SEN_RS01940,WP_001221260.1,400,exonuclease subunit SbcD
chr,NC_011294.1,430176,430865,+,-,-,SEN_RS01950,WP_000113921.1,229,phosphate regulon transcriptional regulator PhoB
chr,NC_011294.1,430935,432230,+,-,phoR,SEN_RS01955,WP_000893646.1,431,two-component system sensor histidine kinase PhoR
chr,NC_011294.1,432639,433958,+,-,-,SEN_RS01960,WP_000149625.1,439,branched-chain amino acid transport system 2 carrier protein
chr,NC_011294.1,434033,435403,+,-,-,SEN_RS01965,WP_001537837.1,456,proline-specific permease ProY
chr,NC_011294.1,435565,437382,+,-,-,SEN_RS01970,WP_000930715.1,605,maltodextrin glucosidase
chr,NC_011294.1,437454,438056,-,-,-,SEN_RS01975,WP_000244731.1,200,MULTISPECIES: peroxiredoxin
chr,NC_011294.1,438266,438847,-,-,-,SEN_RS01980,WP_001009858.1,193,ACP phosphodiesterase
chr,NC_011294.1,438941,440005,+,-,-,SEN_RS01985,WP_001266522.1,354,tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA
chr,NC_011294.1,439992,440138,+,-,-,SEN_RS22865,WP_001533948.1,48,hypothetical protein
chr,NC_011294.1,440202,441329,+,-,-,SEN_RS01990,WP_000667302.1,375,tRNA guanosine(34) transglycosylase Tgt
chr,NC_011294.1,441352,441684,+,-,-,SEN_RS01995,WP_000007628.1,110,MULTISPECIES: preprotein translocase subunit YajC
chr,NC_011294.1,441712,443559,+,-,-,SEN_RS02000,WP_000934811.1,615,protein translocase subunit SecD
chr,NC_011294.1,443570,444541,+,-,-,SEN_RS02005,WP_000046629.1,323,MULTISPECIES: protein translocase subunit SecF
chr,NC_011294.1,444686,445051,+,-,-,SEN_RS02010,WP_000793035.1,121,VOC family protein
chr,NC_011294.1,445077,445769,+,-,-,SEN_RS02015,WP_000198318.1,230,YafY family transcriptional regulator
chr,NC_011294.1,445939,446286,+,-,-,SEN_RS02020,WP_000974818.1,115,MULTISPECIES: HNH endonuclease
chr,NC_011294.1,446304,446531,+,-,-,SEN_RS22870,WP_071526815.1,75,hypothetical protein
chr,NC_011294.1,446534,446860,-,-,-,SEN_RS24180,WP_001751570.1,108,hypothetical protein
chr,NC_011294.1,446915,447778,-,-,-,SEN_RS02030,WP_000752021.1,287,nucleoside-specific channel-forming protein Tsx
chr,NC_011294.1,448078,448617,-,-,-,SEN_RS02035,WP_000198484.1,179,DUF3251 domain-containing protein
chr,NC_011294.1,448769,449218,+,-,-,SEN_RS02040,WP_000543533.1,149,MULTISPECIES: transcriptional regulator NrdR
chr,NC_011294.1,449222,450325,+,-,-,SEN_RS02045,WP_001150229.1,367,bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD
chr,NC_011294.1,450414,450884,+,-,-,SEN_RS02050,WP_001021372.1,156,"6,7-dimethyl-8-ribityllumazine synthase"
chr,NC_011294.1,450905,451324,+,-,nusB,SEN_RS02055,WP_000801129.1,139,MULTISPECIES: N utilization substance protein B
chr,NC_011294.1,451403,452383,+,-,-,SEN_RS02060,WP_000742083.1,326,thiamine-phosphate kinase
chr,NC_011294.1,452361,452876,+,-,-,SEN_RS02065,WP_000154063.1,171,phosphatidylglycerophosphatase A
chr,NC_011294.1,452980,453954,-,-,-,SEN_RS02070,WP_001199872.1,324,aldo/keto reductase
chr,NC_011294.1,454011,455873,-,-,-,SEN_RS02075,WP_000006777.1,620,1-deoxy-D-xylulose-5-phosphate synthase
chr,NC_011294.1,455897,456796,-,-,-,SEN_RS02080,WP_000348077.1,299,"(2E,6E)-farnesyl diphosphate synthase"
chr,NC_011294.1,456797,457039,-,-,-,SEN_RS02085,WP_001124944.1,80,exodeoxyribonuclease 7 small subunit
chr,NC_011294.1,457249,458697,+,-,-,SEN_RS02090,WP_000668652.1,482,tRNA 4-thiouridine(8) synthase ThiI
chr,NC_011294.1,458741,459538,-,-,-,SEN_RS02095,WP_000909797.1,265,"2-aminoethylphosphonate ABC transport system, membrane component PhnV"
chr,NC_011294.1,459532,460401,-,-,-,SEN_RS02100,WP_000052719.1,289,phosphonate ABC transporter permease
chr,NC_011294.1,460404,461513,-,-,-,SEN_RS02105,WP_000928798.1,369,2-aminoethylphosphonate ABC transport system ATP-binding subunit PhnT
chr,NC_011294.1,461519,462532,-,-,-,SEN_RS02110,WP_000778008.1,337,phosphonate ABC transporter substrate-binding protein
chr,NC_011294.1,462730,463449,-,-,-,SEN_RS02115,WP_000836268.1,239,transcriptional regulator
chr,NC_011294.1,463589,464692,+,-,-,SEN_RS02120,WP_000203973.1,367,2-aminoethylphosphonate--pyruvate aminotransferase
chr,NC_011294.1,464702,465511,+,-,-,SEN_RS02125,WP_001675137.1,269,phosphonoacetaldehyde hydrolase
chr,NC_011294.1,465608,466198,-,-,-,SEN_RS02130,WP_001275809.1,196,protein deglycase YajL
chr,NC_011294.1,466161,467072,-,-,-,SEN_RS02135,WP_000705816.1,303,2-dehydropantoate 2-reductase
chr,NC_011294.1,467180,467689,+,-,-,SEN_RS02140,WP_001539312.1,169,MULTISPECIES: YajQ family cyclic di-GMP-binding protein
chr,NC_011294.1,467736,469100,-,-,-,SEN_RS02145,WP_001000932.1,454,MFS transporter
chr,NC_011294.1,469625,471136,+,-,-,SEN_RS02150,WP_000403144.1,503,sel1 repeat family protein
chr,NC_011294.1,472723,473613,-,-,-,SEN_RS02160,WP_000971352.1,296,protoheme IX farnesyltransferase
chr,NC_011294.1,473625,473954,-,-,-,SEN_RS02165,WP_000019878.1,109,MULTISPECIES: cytochrome o ubiquinol oxidase subunit IV
chr,NC_011294.1,473954,474568,-,-,-,SEN_RS02170,WP_000179833.1,204,MULTISPECIES: cytochrome o ubiquinol oxidase subunit III
chr,NC_011294.1,474558,476549,-,-,-,SEN_RS02175,WP_000467158.1,663,cytochrome o ubiquinol oxidase subunit I
chr,NC_011294.1,476560,477516,-,-,-,SEN_RS02180,WP_001239448.1,318,cytochrome o ubiquinol oxidase subunit II
chr,NC_011294.1,477969,479444,-,-,-,SEN_RS02185,WP_000098473.1,491,muropeptide MFS transporter AmpG
chr,NC_011294.1,479488,480117,-,-,-,SEN_RS02190,WP_000907281.1,209,hypothetical protein
chr,NC_011294.1,480144,480329,+,-,-,SEN_RS22880,WP_001751083.1,61,hypothetical protein
chr,NC_011294.1,480370,480687,+,-,-,SEN_RS02195,WP_000973433.1,105,MULTISPECIES: transcriptional regulator BolA
chr,NC_011294.1,481034,482332,+,-,-,SEN_RS02200,WP_001198403.1,432,trigger factor
chr,NC_011294.1,482580,483203,+,-,-,SEN_RS02205,WP_000122257.1,207,MULTISPECIES: ATP-dependent Clp protease proteolytic subunit
chr,NC_011294.1,483455,484726,+,-,-,SEN_RS02210,WP_000130313.1,423,ATP-dependent Clp protease ATP-binding subunit ClpX
chr,NC_011294.1,484912,487266,+,-,-,SEN_RS02215,WP_001067723.1,784,endopeptidase La
chr,NC_011294.1,487475,487747,+,-,-,SEN_RS02220,WP_001043544.1,90,MULTISPECIES: DNA-binding protein HU-beta
chr,NC_011294.1,488038,489909,+,-,-,SEN_RS02225,WP_000969434.1,623,peptidylprolyl isomerase
chr,NC_011294.1,490059,490433,+,-,-,SEN_RS02230,WP_000680322.1,124,MULTISPECIES: hypothetical protein
chr,NC_011294.1,490537,490935,+,-,-,SEN_RS02235,WP_001194543.1,132,thioesterase
